,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
1,Tariq Abdul-Wahad,2000,2000,1,46,1205,223,515,2,21,115,151,77,239,72,53,16,87,116,563,.433,.095,.762,26.2,12.2,5.2,1.6,abdulta01
2,Mark Acres,1990,1992,3,216,3930,325,650,5,10,200,288,391,1042,114,86,65,145,606,855,.500,.500,.694,18.2,4.0,4.8,0.5,acresma01
3,Arron Afflalo,2013,2018,3,190,5541,926,2078,227,610,487,585,65,567,484,79,23,305,329,2566,.446,.372,.832,29.2,13.5,3.0,2.5,afflaar01
4,Cory Alexander,2001,2001,1,26,227,18,56,4,16,12,18,0,25,36,16,0,25,29,52,.321,.250,.667,8.7,2.0,1.0,1.4,alexaco01
5,Malik Allen,2011,2011,1,18,178,11,31,0,0,1,2,12,32,4,1,4,3,30,23,.355,,.500,9.9,1.3,1.8,0.2,allenma01
6,Rafer Alston,2009,2009,1,29,856,123,298,32,101,70,99,8,83,148,51,3,52,63,348,.413,.317,.707,29.5,12.0,2.9,5.1,alstora01
7,John Amaechi,2000,2001,2,162,3394,543,1292,1,13,399,570,139,534,169,63,66,263,336,1486,.420,.077,.700,21.0,9.2,3.3,1.0,amaecjo01
8,Al-Farouq Aminu,2020,2021,2,35,747,61,175,16,67,33,46,44,178,50,35,17,42,49,171,.349,.239,.717,21.3,4.9,5.1,1.4,aminual01
9,Nick Anderson,1990,1999,10,692,22440,4075,8976,900,2480,1600,2376,924,3667,1937,1004,338,1242,1354,10650,.454,.363,.673,32.4,15.4,5.3,2.8,anderni01
10,Ryan Anderson,2010,2012,3,188,4299,727,1670,378,974,316,370,423,1028,143,105,78,162,364,2148,.435,.388,.854,22.9,11.4,5.5,0.8,anderry01
11,Michael Ansley,1990,1991,2,139,2098,375,728,0,0,255,354,309,615,65,51,24,82,277,1005,.515,,.720,15.1,7.2,4.4,0.5,anslemi01
12,Cole Anthony,2021,2023,3,172,4884,853,2074,265,769,477,554,117,857,796,113,66,367,427,2448,.411,.345,.861,28.4,14.2,5.0,4.6,anthoco01
13,Keith Appling,2016,2016,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,.250,.000,1.000,5.4,1.2,0.2,0.2,applike01
14,Robert Archibald,2004,2004,1,1,4,1,2,0,0,0,2,0,1,0,1,0,0,0,2,.500,,.000,4.0,2.0,1.0,0.0,archiro01
15,Gilbert Arenas,2011,2011,1,49,1070,139,404,50,182,64,86,16,119,157,44,9,106,112,392,.344,.275,.744,21.8,8.0,2.4,3.2,arenagi01
16,Trevor Ariza,2006,2008,3,89,1683,246,482,0,12,149,236,132,354,88,78,24,105,165,641,.510,.000,.631,18.9,7.2,4.0,1.0,arizatr01
17,B.J. Armstrong,1999,1999,1,22,180,19,45,1,7,9,11,1,23,34,9,0,15,15,48,.422,.143,.818,8.2,2.2,1.0,1.5,armstbj01
18,Darrell Armstrong,1995,2003,9,502,14234,2044,4879,654,1892,1156,1302,487,1645,2555,830,63,1159,932,5898,.419,.346,.888,28.4,11.7,3.3,5.1,armstda01
19,Carlos Arroyo,2006,2008,3,161,3167,471,1047,48,149,283,347,50,307,498,84,5,205,258,1273,.450,.322,.816,19.7,7.9,1.9,3.1,arroyca01
20,Jamel Artis,2018,2018,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,.392,.276,.583,18.6,5.1,2.5,1.2,artisja01
21,Chucky Atkins,2000,2000,1,82,1626,314,741,57,163,97,133,20,126,306,52,3,142,137,782,.424,.350,.729,19.8,9.5,1.5,3.7,atkinch01
22,Stacey Augmon,2005,2006,2,91,1048,93,240,0,0,78,107,63,152,59,35,14,42,123,264,.388,,.729,11.5,2.9,1.7,0.6,augmost01
23,D.J. Augustin,2017,2020,4,291,6987,941,2195,410,1058,637,740,108,602,1184,171,6,427,382,2929,.429,.388,.861,24.0,10.1,2.1,4.1,augusdj01
24,James Augustine,2007,2008,2,27,156,19,37,0,0,4,8,17,33,4,5,2,6,20,42,.514,,.500,5.8,1.6,1.2,0.1,augusja01
25,Isaac Austin,1999,1999,1,49,1259,185,453,2,7,105,157,83,237,89,47,35,114,125,477,.408,.286,.669,25.7,9.7,4.8,1.8,austiis01
26,Anthony Avent,1994,1995,2,112,1742,163,414,0,0,76,119,181,477,73,45,61,95,257,402,.394,,.639,15.6,3.6,4.3,0.7,aventan01
27,Gustavo Ayón,2013,2013,1,43,571,67,125,0,0,19,38,40,140,59,13,13,38,83,153,.536,,.500,13.3,3.6,3.3,1.4,ayongu01
28,Dwayne Bacon,2021,2021,1,72,1853,292,726,59,207,145,176,31,224,93,45,5,46,103,788,.402,.285,.824,25.7,10.9,3.1,1.3,bacondw01
29,Mo Bamba,2019,2023,5,266,4874,793,1661,246,684,205,299,435,1556,243,100,364,220,573,2037,.477,.360,.686,18.3,7.7,5.8,0.9,bambamo01
30,Paolo Banchero,2023,2023,1,72,2430,479,1122,85,285,394,534,84,497,269,60,39,200,160,1437,.427,.298,.738,33.8,20.0,6.9,3.7,banchpa01
31,Matt Barnes,2010,2010,1,81,2097,271,557,66,207,108,146,106,445,134,59,30,112,185,716,.487,.319,.740,25.9,8.8,5.5,1.7,barnema02
32,Andre Barrett,2005,2005,1,11,169,25,55,5,15,7,9,6,21,27,5,1,11,16,62,.455,.333,.778,15.4,5.6,1.9,2.5,barrean01
33,Brandon Bass,2010,2011,2,126,2628,451,878,0,2,242,296,188,551,76,39,79,128,228,1144,.514,.000,.818,20.9,9.1,4.4,0.6,bassbr01
34,Tony Battie,2005,2009,4,306,6886,777,1589,2,22,263,387,438,1531,157,131,205,276,791,1819,.489,.091,.680,22.5,5.9,5.0,0.5,battito01
35,David Benoit,1998,1998,1,24,324,50,139,14,51,24,30,18,62,8,9,4,13,37,138,.360,.275,.800,13.5,5.8,2.6,0.3,benoida01
36,Khem Birch,2018,2021,4,188,3095,326,629,4,23,229,330,357,833,175,85,101,95,286,885,.518,.174,.694,16.5,4.7,4.4,0.9,birchkh01
37,Goga Bitadze,2023,2023,1,17,255,42,73,2,12,12,18,36,88,21,7,16,10,30,98,.575,.167,.667,15.0,5.8,5.2,1.2,bitadgo01
38,Bismack Biyombo,2017,2018,2,163,3288,362,691,0,1,227,391,301,1035,140,46,186,179,360,951,.524,.000,.581,20.2,5.8,6.3,0.9,biyombi01
39,Keith Bogans,2004,2009,4,250,5762,586,1462,310,859,214,300,179,787,292,156,24,193,451,1696,.401,.361,.713,23.0,6.8,3.1,1.2,boganke01
40,Bol Bol,2023,2023,1,70,1505,261,478,30,113,82,108,69,405,69,30,85,112,92,634,.546,.265,.759,21.5,9.1,5.8,1.0,bolbo01
41,Jordan Bone,2021,2021,1,14,196,23,54,10,32,0,0,4,24,18,2,0,3,11,56,.426,.313,,14.0,4.0,1.7,1.3,bonejo01
42,Anthony Bonner,1996,1996,1,4,43,5,15,0,0,3,7,6,19,4,3,0,3,11,13,.333,,.429,10.8,3.3,4.8,1.0,bonnean01
43,Anthony Bowie,1992,1996,5,350,6769,1024,2132,57,181,326,388,229,821,704,222,95,390,563,2431,.480,.315,.840,19.3,6.9,2.3,2.0,bowiean01
44,Earl Boykins,2000,2000,1,1,8,3,4,0,0,0,0,1,1,3,0,0,0,0,6,.750,,,8.0,6.0,1.0,3.0,boykiea01
45,Michael Bradley,2005,2005,1,8,55,3,7,0,0,0,0,3,14,2,1,2,1,4,6,.429,,,6.9,0.8,1.8,0.3,bradlmi01
46,Ignas Brazdeikis,2021,2022,2,50,770,116,267,38,114,29,44,33,113,53,14,6,28,70,299,.434,.333,.659,15.4,6.0,2.3,1.1,brazdig01
47,Isaiah Briscoe,2019,2019,1,39,559,55,138,11,34,15,26,5,74,87,11,2,31,66,136,.399,.324,.577,14.3,3.5,1.9,2.2,briscis01
48,Anthony Brown,2017,2017,1,2,16,4,9,1,3,0,0,2,7,2,0,0,1,2,9,.444,.333,,8.0,4.5,3.5,1.0,brownan02
49,Dee Brown,2001,2002,2,14,220,19,64,13,44,4,5,0,20,14,7,1,11,14,55,.297,.295,.800,15.7,3.9,1.4,1.0,brownde01
50,Jud Buechler,2002,2002,1,60,630,42,112,19,54,2,4,27,108,29,20,8,14,46,105,.375,.352,.500,10.5,1.8,1.8,0.5,buechju01
51,Pat Burke,2003,2003,1,62,783,113,296,1,7,40,58,57,146,23,19,25,47,99,267,.382,.143,.690,12.6,4.3,2.4,0.4,burkepa01
52,Devin Cannady,2021,2022,2,13,219,26,72,21,53,11,14,1,11,11,10,4,7,18,84,.361,.396,.786,16.8,6.5,0.8,0.8,cannade01
53,Vince Carter,2010,2011,2,97,2974,559,1281,146,402,313,381,44,383,300,73,21,142,259,1577,.436,.363,.822,30.7,16.3,3.9,3.1,cartevi01
54,Wendell Carter Jr.,2021,2023,3,141,4125,782,1502,157,468,336,470,321,1338,338,83,94,252,378,2057,.521,.335,.715,29.3,14.6,9.5,2.4,cartewe01
55,Michael Carter-Williams,2019,2023,4,92,1904,243,606,41,158,152,209,102,348,294,86,49,135,194,679,.401,.259,.727,20.7,7.4,3.8,3.2,cartemi01
56,Terry Catledge,1990,1993,4,224,6613,1331,2779,2,17,769,1124,714,1513,244,132,43,451,541,3433,.479,.118,.684,29.5,15.3,6.8,1.1,catlete01
57,Kelvin Cato,2005,2006,2,85,1824,191,369,0,0,138,178,121,479,42,61,92,80,218,520,.518,,.775,21.5,6.1,5.6,0.5,catoke01
58,Troy Caupain,2019,2019,1,4,16,4,8,2,3,0,0,1,3,4,1,0,0,0,10,.500,.667,,4.0,2.5,0.8,1.0,caupatr01
59,Doug Christie,2005,2005,1,21,529,47,128,5,23,20,22,9,54,46,37,5,36,45,119,.367,.217,.909,25.2,5.7,2.6,2.2,chrisdo01
60,Earl Clark,2011,2012,2,78,951,107,266,0,5,43,66,68,208,23,19,47,51,111,257,.402,.000,.652,12.2,3.3,2.7,0.3,clarkea01
61,Gary Clark,2020,2021,2,59,992,71,205,52,168,11,13,59,182,35,16,22,25,59,205,.346,.310,.846,16.8,3.5,3.1,0.6,clarkga01
62,Anthony Cook,1994,1994,1,2,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,.000,,,1.0,0.0,0.0,0.0,cookan01
63,Brian Cook,2008,2009,2,66,705,107,273,52,130,20,23,30,126,28,14,12,46,110,286,.392,.400,.870,10.7,4.3,1.9,0.4,cookbr01
64,Chris Corchiani,1992,1993,2,60,843,90,216,10,40,107,125,19,85,157,51,2,82,111,297,.417,.250,.856,14.1,5.0,1.4,2.6,corchch01
65,Dave Corzine,1990,1990,1,6,79,11,29,0,0,0,2,7,18,2,2,0,8,7,22,.379,,.000,13.2,3.7,3.0,0.3,corzida01
66,Glen Davis,2012,2014,3,140,3845,671,1524,6,26,275,398,249,859,187,121,62,198,305,1623,.440,.231,.691,27.5,11.6,6.1,1.3,davisgl01
67,Andrew DeClercq,2001,2005,5,284,4123,420,825,0,0,187,293,445,1065,150,152,125,224,817,1027,.509,,.638,14.5,3.6,3.8,0.5,declean01
68,Dewayne Dedmon,2014,2016,3,133,1784,213,392,0,1,104,157,212,601,24,45,109,92,287,530,.543,.000,.662,13.4,4.0,4.5,0.2,dedmode01
69,Bison Dele,1992,1993,2,69,1145,211,402,0,1,111,162,139,328,38,55,70,111,187,533,.525,.000,.685,16.6,7.7,4.8,0.6,delebi01
70,Dell Demps,1997,1997,1,2,10,0,3,0,1,2,2,0,0,0,1,0,0,1,2,.000,.000,1.000,5.0,1.0,0.0,0.0,dempsde01
71,Derrick Dial,2004,2004,1,9,86,9,28,2,9,6,8,5,13,2,6,0,1,6,26,.321,.222,.750,9.6,2.9,1.4,0.2,dialde01
72,Travis Diener,2006,2007,2,49,534,63,149,43,107,17,21,7,39,51,11,0,23,49,186,.423,.402,.810,10.9,3.8,0.8,1.0,dienetr01
73,Michael Doleac,1999,2001,3,207,3513,587,1329,1,5,184,234,225,755,148,85,92,150,580,1359,.442,.200,.786,17.0,6.6,3.6,0.7,doleami01
74,Keyon Dooling,2006,2008,3,188,3906,564,1286,66,204,378,455,40,265,354,137,24,215,372,1572,.439,.324,.831,20.8,8.4,1.4,1.9,doolike01
75,Jeff Dowtin,2022,2022,1,4,77,5,19,1,7,2,2,7,11,7,5,0,4,3,13,.263,.143,1.000,19.3,3.3,2.8,1.8,dowtije01
76,Chris Duhon,2011,2012,2,114,2000,134,332,63,171,31,46,23,154,269,51,11,142,101,362,.404,.368,.674,17.5,3.2,1.4,2.4,duhonch01
77,Kevin Edwards,1998,1998,1,12,135,20,59,2,4,17,20,9,20,13,5,1,10,8,59,.339,.500,.850,11.3,4.9,1.7,1.1,edwarke01
78,James Ennis III,2020,2021,2,61,1475,175,376,63,167,101,124,66,261,84,44,15,63,136,514,.465,.377,.815,24.2,8.4,4.3,1.4,ennisja01
79,Brian Evans,1997,1998,2,58,620,85,228,16,53,40,48,32,93,38,23,10,26,63,226,.373,.302,.833,10.7,3.9,1.6,0.7,evansbr01
80,Maurice Evans,2008,2008,1,68,1624,253,517,80,202,47,68,88,209,69,41,9,40,132,633,.489,.396,.691,23.9,9.3,3.1,1.0,evansma01
81,Patrick Ewing,2002,2002,1,65,901,148,333,0,1,94,134,60,263,35,22,45,65,129,390,.444,.000,.701,13.9,6.0,4.0,0.5,ewingpa01
82,Aleem Ford,2022,2022,1,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,.300,.133,,14.8,2.8,3.0,0.4,fordal03
83,Evan Fournier,2015,2021,7,435,13714,2530,5603,895,2382,1094,1348,189,1271,1299,418,60,784,1089,7049,.452,.376,.812,31.5,16.2,2.9,3.0,fournev01
84,Adonal Foyle,2008,2009,2,91,833,77,164,0,0,19,40,80,234,19,16,53,35,98,173,.470,,.475,9.2,1.9,2.6,0.2,foylead01
85,Steve Francis,2005,2006,2,124,4712,812,1905,56,197,730,896,186,669,809,163,39,473,415,2410,.426,.284,.815,38.0,19.4,5.4,6.5,francst01
86,Robert Franks,2021,2021,1,7,101,13,28,5,15,12,13,6,14,5,3,3,2,8,43,.464,.333,.923,14.4,6.1,2.0,0.7,frankro01
87,Melvin Frazier,2019,2020,2,29,170,22,55,8,22,3,8,5,15,4,10,2,6,17,55,.400,.364,.375,5.9,1.9,0.5,0.1,frazime01
88,Tim Frazier,2022,2022,1,10,200,13,43,6,17,5,9,5,19,33,3,1,13,24,37,.302,.353,.556,20.0,3.7,1.9,3.3,fraziti01
89,Channing Frye,2015,2016,2,119,2624,272,673,184,467,50,56,50,434,139,68,59,108,262,778,.404,.394,.893,22.1,6.5,3.6,1.2,fryech01
90,Markelle Fultz,2020,2023,4,158,4349,832,1730,71,255,270,352,119,546,852,205,44,344,313,2005,.481,.278,.767,27.5,12.7,3.5,5.4,fultzma01
91,Reece Gaines,2004,2004,1,38,364,25,86,3,10,16,25,8,39,40,11,2,18,22,69,.291,.300,.640,9.6,1.8,1.0,1.1,gainere01
92,Patricio Garino,2017,2017,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,,8.6,0.0,1.4,0.0,garinpa01
93,Kiwane Lemorris Garris,2000,2000,1,3,23,2,10,0,1,0,0,0,1,2,0,0,1,0,4,.200,.000,,7.7,1.3,0.3,0.7,garriki01
94,Pat Garrity,2000,2008,9,513,10524,1394,3373,624,1569,388,475,317,1382,425,238,101,397,1212,3800,.413,.398,.817,20.5,7.4,2.7,0.8,garripa01
95,Chris Gatling,2000,2000,1,45,1041,210,462,7,23,171,245,91,297,40,48,10,105,142,598,.455,.304,.698,23.1,13.3,6.6,0.9,gatlich01
96,Marcus Georges-Hunt,2017,2017,1,5,48,2,7,1,2,9,10,1,9,3,1,0,2,5,14,.286,.500,.900,9.6,2.8,1.8,0.6,georgma01
97,Freddie Gillespie,2022,2022,1,9,119,9,22,0,1,3,7,13,36,5,3,9,5,18,21,.409,.000,.429,13.2,2.3,4.0,0.6,gillefr01
98,Gordan Giriček,2003,2004,2,75,2396,331,752,85,232,129,157,55,294,147,71,12,114,153,876,.440,.366,.822,31.9,11.7,3.9,2.0,giricgo01
99,Drew Gooden,2003,2004,2,98,2678,469,1030,9,44,226,342,218,676,109,77,85,171,247,1173,.455,.205,.661,27.3,12.0,6.9,1.1,goodedr01
100,Aaron Gordon,2015,2021,7,428,12253,2068,4623,483,1495,888,1278,678,2753,1069,328,277,629,865,5507,.447,.323,.695,28.6,12.9,6.4,2.5,gordoaa01
101,Ben Gordon,2015,2015,1,56,790,129,295,35,97,56,67,6,63,50,14,1,55,60,349,.437,.361,.836,14.1,6.2,1.1,0.9,gordobe01
102,Marcin Gortat,2008,2011,4,175,2319,279,512,1,4,91,141,246,761,50,43,145,90,305,650,.545,.250,.645,13.3,3.7,4.3,0.3,gortama01
103,Horace Grant,1995,2003,7,411,14233,1974,3932,2,29,688,977,1113,3353,879,426,415,432,906,4638,.502,.069,.704,34.6,11.3,8.2,2.1,grantho01
104,Jerian Grant,2019,2019,1,60,939,92,220,40,110,26,40,19,98,156,44,6,51,78,250,.418,.364,.650,15.7,4.2,1.6,2.6,grantje02
105,Hassani Gravett,2022,2022,1,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,.474,.423,.750,21.4,6.3,2.6,2.5,graveha01
106,Jeff Green,2017,2017,1,69,1534,220,558,53,193,145,168,39,214,81,37,13,75,103,638,.394,.275,.863,22.2,9.2,3.1,1.2,greenje02
107,Litterial Green,1993,1994,2,81,752,109,255,2,14,88,133,17,46,125,29,5,55,86,308,.427,.143,.662,9.3,3.8,0.6,1.5,greenli01
108,Sidney Green,1990,1990,1,73,1860,312,667,1,3,136,209,166,588,99,50,26,119,231,761,.468,.333,.651,25.5,10.4,8.1,1.4,greensi02
109,Willie Green,2015,2015,1,52,951,118,306,42,121,28,34,14,79,68,26,5,48,81,306,.386,.347,.824,18.3,5.9,1.5,1.3,greenwi01
110,Donta Hall,2021,2021,1,13,179,25,35,0,0,23,34,24,62,11,5,10,8,18,73,.714,,.676,13.8,5.6,4.8,0.8,halldo01
111,Geert Hammink,1994,1996,3,5,17,3,8,0,0,4,6,3,6,2,0,0,2,3,10,.375,,.667,3.4,2.0,1.2,0.4,hammige01
112,R.J. Hampton,2021,2023,3,116,2418,336,824,104,305,152,224,51,362,265,74,25,150,162,928,.408,.341,.679,20.8,8.0,3.1,2.3,hamptrj01
113,Anfernee Hardaway,1994,1999,6,369,13721,2542,5380,366,1176,1568,2047,624,1752,2343,718,191,1120,802,7018,.472,.311,.766,37.2,19.0,4.7,6.3,hardaan01
114,Maurice Harkless,2013,2015,3,201,4598,547,1205,101,327,180,312,229,705,155,217,121,182,350,1375,.454,.309,.577,22.9,6.8,3.5,0.8,harklma01
115,Derek Harper,1998,1998,1,66,1761,226,542,59,164,55,79,23,103,233,72,10,101,140,566,.417,.360,.696,26.7,8.6,1.6,3.5,harpede01
116,Justin Harper,2012,2012,1,14,84,9,31,2,13,0,1,3,12,2,2,3,6,5,20,.290,.154,.000,6.0,1.4,0.9,0.1,harpeju01
117,Matt Harpring,1999,2000,2,54,1177,152,337,12,27,108,150,93,226,53,35,7,74,119,424,.451,.444,.720,21.8,7.9,4.2,1.0,harprma01
118,Al Harrington,2013,2013,1,10,119,20,57,8,30,3,4,6,27,10,4,1,7,18,51,.351,.267,.750,11.9,5.1,2.7,1.0,harrial01
119,Gary Harris,2021,2023,3,129,3413,447,1049,234,586,152,173,65,252,213,115,28,112,239,1280,.426,.399,.879,26.5,9.9,2.0,1.7,harriga01
120,Kevon Harris,2023,2023,1,34,457,47,107,16,43,31,41,28,70,16,17,5,21,53,141,.439,.372,.756,13.4,4.1,2.1,0.5,harrike01
121,Tobias Harris,2013,2016,4,205,6803,1205,2603,193,603,590,753,288,1426,361,181,125,319,457,3193,.463,.320,.784,33.2,15.6,7.0,1.8,harrito02
122,Donnell Harvey,2004,2004,1,24,345,36,89,0,3,26,39,29,72,8,10,11,22,44,98,.404,.000,.667,14.4,4.1,3.0,0.3,harvedo01
123,Mario Hezonja,2016,2018,3,219,4030,571,1365,200,603,175,209,89,603,277,150,63,241,332,1517,.418,.332,.837,18.4,6.9,2.8,1.3,hezonma01
124,Sean Higgins,1992,1992,1,32,580,123,262,6,24,24,29,27,94,37,14,6,37,52,276,.469,.250,.828,18.1,8.6,2.9,1.2,higgise01
125,Grant Hill,2001,2007,6,200,6448,1231,2463,9,40,809,1017,222,991,617,223,78,472,435,3280,.500,.225,.795,32.2,16.4,5.0,3.1,hillgr01
126,Caleb Houstan,2023,2023,1,51,812,66,182,46,136,15,18,34,99,30,12,7,18,63,193,.363,.338,.833,15.9,3.8,1.9,0.6,houstca01
127,Dwight Howard,2005,2012,8,621,22471,4034,6988,1,33,3366,5727,2266,8072,935,626,1344,1930,2002,11435,.577,.030,.588,36.2,18.4,13.0,1.5,howardw01
128,Juwan Howard,2004,2004,1,81,2877,529,1169,0,1,318,393,171,570,158,54,22,178,284,1376,.453,.000,.809,35.5,17.0,7.0,2.0,howarju01
129,Troy Hudson,2001,2002,2,156,2862,479,1187,88,296,261,305,68,250,417,94,9,255,201,1307,.404,.297,.856,18.3,8.4,1.6,2.7,hudsotr01
130,Larry Hughes,2012,2012,1,9,114,5,22,1,7,1,2,1,5,7,2,0,12,10,12,.227,.143,.500,12.7,1.3,0.6,0.8,hughela01
131,Ryan Humphrey,2003,2003,1,35,322,23,85,0,0,18,28,30,69,7,4,16,21,57,64,.271,,.643,9.2,1.8,2.0,0.2,humphry01
132,Brandon Hunter,2005,2005,1,31,224,37,73,0,0,21,39,25,69,3,4,7,22,42,95,.507,,.538,7.2,3.1,2.2,0.1,huntebr01
133,Steven Hunter,2002,2004,3,145,1752,205,405,0,0,96,207,132,360,23,19,152,60,238,506,.506,,.464,12.1,3.5,2.5,0.2,huntest01
134,Serge Ibaka,2017,2017,1,56,1710,343,703,83,214,77,91,100,382,60,34,91,66,139,846,.488,.388,.846,30.5,15.1,6.8,1.1,ibakase01
135,Ersan İlyasova,2016,2016,1,22,447,64,153,18,44,32,45,45,121,12,14,6,12,51,178,.418,.409,.711,20.3,8.1,5.5,0.5,ilyaser01
136,Jonathan Isaac,2018,2023,4,147,3636,495,1141,140,421,194,246,188,785,152,159,210,155,279,1324,.434,.333,.789,24.7,9.0,5.3,1.0,isaacjo01
137,Wes Iwundu,2018,2020,3,182,3206,303,725,66,207,196,247,97,452,190,86,47,100,284,868,.418,.319,.794,17.6,4.8,2.5,1.0,iwundwe01
